Common_name,Scientific_name,Set,Color,Power_text,Flavor_text,Predator,Flocking,Bonus_card,Victory_points,Nest_type,Egg_limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild_food,food_cost_flexible,food_cost_paid_by_cards,Total_food_cost,Swift_Start,North_America,Central_America,South_America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard_Birder,Bird_Bander,Bird_Counter,Bird_Feeder,Diet_Specialist,Enclosure_Builder,Endangered_Species_Protector,Falconer,Fishery_Manager,Food_Web_Expert,Forester,Large_Bird_Specialist,Nest_Box_Builder,Omnivore_Expert,Passerine_Specialist,Platform_Builder,Prairie_Manager,Rodentologist,Small_Clutch_Specialist,Viticulturalist,Wetland_Scientist,Wildlife_Gardener
Red-Necked Avocet,Recurvirostra novaehollandiae,oceania,brown,"If the player to your left or right has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.","As avocets sweep their bills from side to side through water, they snap up small invertebrates for food.",FALSE,FALSE,FALSE,4,ground,2,75,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Red-Shouldered Hawk,Buteo lineatus,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.","These hawks hunt from a perch, swooping down when prey is nearby.",TRUE,FALSE,FALSE,3,platform,2,102,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Red-Tailed Hawk,Buteo jamaicensis,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",Movies almost always use the red-tailed hawk's call for any raptor.,TRUE,FALSE,FALSE,5,platform,2,124,TRUE,TRUE,TRUE,0,0,0,0,2,0,0,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Red-Vented Bulbul,Pycnonotus cafer,asia,brown,"If you have at least 1 [fruit] in your supply, lay 1 [egg] on this bird.",This bird lays pink eggs with maroon spots.,FALSE,FALSE,FALSE,6,bowl,3,28,FALSE,TRUE,FALSE,1,0,0,2,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Red-Wattled Lapwing,Vanellus indicus,asia,brown,"Discard any number of [card] from the tray, then refill it. If at least 1 of the discarded birds is a [predator], lay 1 [egg] on this bird.","Lapwings aggressively defend their nests, diving at potential predators while calling loudly.",FALSE,FALSE,FALSE,4,ground,3,81,FALSE,TRUE,TRUE,2,0,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red-Winged Blackbird,Agelaius phoeniceus,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, you may also lay 1 [egg] on this bird.",Blackbird flocks can include hundreds of thousands of birds,FALSE,TRUE,FALSE,2,bowl,3,33,FALSE,TRUE,TRUE,0,1,0,0,0,0,0,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Red-Winged Parrot,Aprosmictus erythropterus,oceania,brown,"Give 1 [nectar] from your supply to another player. If you do, lay 2 [egg] on this bird or gain 2 [die] from the birdfeeder.",The male of this species has a blue back that he reveals in his mating display.,FALSE,FALSE,FALSE,6,cavity,2,49,TRUE,TRUE,TRUE,0,1,0,1,0,1,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Regent Bowerbird,Sericulus chrysocephalus,oceania,brown,Choose 1 other player. You both gain 1 [invertebrate] from the supply.,"Bowerbirds decorate their bowers with items like paint, shells, and buttons to attract a mate.",FALSE,FALSE,FALSE,3,bowl,2,36,TRUE,TRUE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Rhinoceros Auklet,Cerorhinca monocerata,asia,brown,"Roll any 2 [die]. If you roll at least 1 [fish], cache 1 [fish] from the supply on this bird. All players may discard 1 [card] from their hand to gain 1 [fish] from the supply.","For breeding season, these flock-hunting birds grow a horn-like structure above their beaks.",TRUE,FALSE,FALSE,5,ground,1,62,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ring-Billed Gull,Larus delawarensis,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",These gulls steal food and eggs from other birds and scavenge at garbage dumps.,FALSE,TRUE,FALSE,4,ground,2,122,FALSE,FALSE,TRUE,0,0,0,0,0,0,2,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Rock Pigeon,Columba livia,asia,brown,All players lay 1 [egg]. You lay 1 additional [egg].,These birds were domesticated before 3000 BC as message carriers and for food.,FALSE,FALSE,FALSE,0,platform,4,64,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Rook,Corvus frugilegus,asia,brown,"Cache 1 [wild] from your supply on this bird or tuck 1 [card] from your hand behind this bird. If you do either, tuck 1 [card] from the deck behind this bird.","The word rookery comes from these birds, who nest in large colonies.",FALSE,TRUE,FALSE,1,platform,3,90,FALSE,TRUE,FALSE,0,0,0,0,0,0,1,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Rose-Breasted Grosbeak,Pheucticus ludovicianus,core,brown,"Gain 1 [seed] or [fruit] from the birdfeeder, if available.","This pretty, sweet-sounding bird has the gruesome nickname ""cut-throat"".",FALSE,FALSE,FALSE,6,bowl,3,33,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Rose-Ringed Parakeet,Psittacula krameri,asia,white,"Copy a ""When Played"" (white) ability on 1 of your neighbors' birds.",These birds have the ability to mimic human speech and are popular pets.,FALSE,FALSE,FALSE,2,cavity,2,45,TRUE,TRUE,FALSE,0,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Roseate Spoonbill,Platalea ajaja,core,white,Draw 2 new bonus cards and keep 1.,This bird's unusually shaped bill helps it feel prey in the water.,FALSE,FALSE,TRUE,6,platform,2,127,FALSE,FALSE,TRUE,1,1,1,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Rosy Starling,Pastor roseus,asia,brown,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [invertebrate] from the supply.",Farmers in China have reduced pesticide use by encouraging these birds to nest near their fields.,FALSE,TRUE,FALSE,4,cavity,3,35,TRUE,TRUE,TRUE,1,1,0,1,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Royal Spoonbill,Platalea regia,oceania,brown,Draw 1 face-up [card] from the tray with a [platform] or [star] nest. You may reset or refill the tray before doing so.,"Spoonbills nest in colonies, often alongside many other water birds.",FALSE,FALSE,FALSE,4,platform,2,120,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Ruby-Crowned Kinglet,Regulus calendula,core,white,Play an additional bird in your [forest]. Pay its normal cost.,Kinglets' ruby-red crown feathers pop up when they are agitated.,FALSE,FALSE,FALSE,2,bowl,3,20,TRUE,FALSE,FALSE,1,1,0,1,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Ruby-Throated Hummingbird,Archilochus colubris,core,brown,"Each player gains 1 [die] from the birdfeeder, starting with the player of your choice.",Hummingbirds feed on nectar---but they also eat many small insects.,FALSE,FALSE,FALSE,4,bowl,2,10,TRUE,TRUE,TRUE,0,0,0,0,0,0,1,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Ruddy Duck,Oxyura jamaicensis,core,brown,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.","To display for mates, male slap their blue bills on their chests and run across the water.",FALSE,FALSE,FALSE,0,platform,5,48,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ruddy Shelduck,Tadorna ferruginea,asia,teal,"Draw 5 [card] from the deck. Add 1 to your hand, tuck 1 behind this bird, and discard the rest.",Some say the Buddha used the way these ducks call for their mates as a symbol of attachment.,FALSE,TRUE,FALSE,3,cavity,4,123,FALSE,FALSE,TRUE,0,2,0,0,0,0,1,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Ruff,Calidris pugnax,european,teal,Tuck up to 3 [card] from your hand behind this bird. Draw 1 [card] for each card you tucked.,"During breeding season, male ruffs grow showy collars that can be black, white, or brown.",FALSE,TRUE,FALSE,2,ground,2,56,FALSE,TRUE,TRUE,1,0,0,0,0,0,1,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Rufous Night-Heron,Nycticorax caledonicus,oceania,brown,"Look at a [card] from the deck. If it can live in [wetland], tuck it behind this bird. If not, discard it.","In addition to invertebrates and fish, night-herons eat eggs and chicks of other wetland birds.",TRUE,FALSE,FALSE,5,platform,2,106,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Rufous Owl,Ninox rufa,oceania,brown,Draw 1 face-up [card] from the tray with a wingspan less than 75cm and tuck it behind this bird.,"This large owl will eat prey as large as possums, scrubfowl, and parrots.",TRUE,FALSE,FALSE,7,cavity,2,115,TRUE,FALSE,FALSE,0,0,0,0,3,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Rufous-Banded Honeyeater,Conopophila albogularis,oceania,brown,"Discard 1 [invertebrate]. If you do, gain 1 [nectar] from the supply.",Honeyeaters have a brush-tipped tongue that they use to gather nectar from flowers.,FALSE,FALSE,FALSE,0,bowl,4,22,TRUE,FALSE,TRUE,1,0,0,0,0,1,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Sacred Kingfisher,Todiramphus sanctus,oceania,pink,"When another player takes the ""gain food"" action, gain 1 [invertebrate], [fish], or [rodent] from the birdfeeder, if there is one, at the end of their turn.","Despite this bird’s name, fish make up a small portion of its diet.",TRUE,FALSE,FALSE,0,cavity,4,30,TRUE,TRUE,TRUE,1,0,1,0,1,0,0,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sandhill Crane,Antigone canadensis,core,brown,Discard 1 [seed] to tuck 2 [card] from the deck behind this bird.,Sandhill cranes can live for decades and mate for life.,FALSE,TRUE,FALSE,5,ground,1,196,FALSE,TRUE,TRUE,0,2,0,0,0,0,1,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sarus Crane,Antigone antigone,asia,brown,Each player may discard 1 [egg] to draw 1 [card] from the deck.,These wetland birds have adapted to human settings like irrigation ditches and rice fields.,FALSE,FALSE,FALSE,7,ground,2,250,FALSE,FALSE,TRUE,0,0,0,0,0,0,3,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Satyr Tragopan,Tragopan satyra,asia,brown,"Give 1 [card] from your hand to another player. If you do, lay 2 [egg] on this bird.","During display, males of this species inflate their colorful lappets and display blue ""horns.""",FALSE,FALSE,FALSE,5,platform,2,26,TRUE,FALSE,FALSE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Savannah Sparrow,Passerculus sandwichensis,core,white,Play an additional bird in your [grassland]. Pay its normal cost.,"This sparrow is named after both Savannah, Georgia, and Sandwich Sound, Alaska.",FALSE,FALSE,FALSE,2,ground,3,18,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Savi's Warbler,Locustella luscinioides,european,brown,Draw 2 [card]. All other players draw 1 [card] from the deck.,"Paolo Savi is called the father of Italian geology, but he was also an ornithologist.",FALSE,FALSE,FALSE,1,bowl,4,20,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Say's Phoebe,Sayornis saya,core,white,Lay 1 [egg] on each of your birds with a [bowl] nest.,"Thomas Say also has snails, crabs, and a snake named after him.",FALSE,FALSE,FALSE,5,bowl,3,33,FALSE,TRUE,FALSE,3,0,0,0,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
Scaled Quail,Callipepla squamata,core,brown,Lay 1 [egg] on this bird.,Quail chicks can get up and follow their parents as soon as they hatch.,FALSE,FALSE,FALSE,0,ground,6,36,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Scaly-Breasted Munia,Lonchura punctulata,asia,brown,Gain 1 [seed] from the supply or tuck 1 [card] from the deck behind this bird.,These social finches gain time to forage by sharing the work of looking out for predators.,FALSE,TRUE,FALSE,2,wild,3,22,FALSE,TRUE,TRUE,0,1,0,1,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Scissor-Tailed Flycatcher,Tyrannus forficatus,core,brown,All players gain 1 [invertebrate] from the supply.,The mating display of these birds involves aerial acrobatics that show off their long tails.,FALSE,FALSE,FALSE,8,bowl,2,38,FALSE,TRUE,FALSE,2,0,0,1,0,0,0,FALSE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Short-Toed Treecreeper,Certhia brachydactyla,european,brown,"Discard 1 [egg] from any bird. If you do, play another bird in your [forest]. Pay its normal food and egg cost.",This bird uses its long beak to feed on insects hidden in tree bark crevices.,FALSE,FALSE,FALSE,2,cavity,5,20,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Silvereye,Zosterops lateralis,oceania,brown,All players gain 1 [nectar] from the supply.,This bird’s name comes from the ring of white feathers around its eye.,FALSE,FALSE,FALSE,4,bowl,4,17,TRUE,TRUE,TRUE,1,0,0,0,0,1,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Small Minivet,Pericrocotus cinnamomeus,asia,white,Play 1 additional bird in your [forest]. You may ignore 1 [invertebrate] or 1 [egg] in its cost.,"Minivets often join mixed-species flocks in the forest canopy, where they forage for insects.",FALSE,FALSE,FALSE,3,bowl,2,28,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Smew,Mergellus albellus,asia,white,Draw 4 [card]. Tuck 2 [card] behind this bird and add the other 2 [card] to your hand.,This small duck breeds in freshwater lakes in the subarctic taiga.,FALSE,TRUE,FALSE,4,cavity,4,62,TRUE,FALSE,TRUE,1,1,1,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Snow Bunting,Plectrophenax nivalis,european,pink,"When another player tucks a [card] for any reason, tuck 1 [card] from your hand behind this bird, then draw 1 [card] at the end of their turn.",Male snow buntings fly north early to find suitable nesting sites in the harsh Arctic climate.,FALSE,TRUE,FALSE,5,cavity,2,35,FALSE,TRUE,TRUE,1,1,0,0,0,0,0,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Snowy Egret,Egretta thula,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.","In the 1880's, these birds' wispy plumes were literally worth their weight in gold.",TRUE,FALSE,FALSE,4,platform,2,104,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,TRUE,FALSE,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
